"","id","species","mismatch","species_code"
"794","PIcliff","pinzonopsis",NA,27
"795","PIcliff","pinzonopsis",NA,27
"796","PIcliff","pinzonopsis",NA,27
"797","PI12-20","sp nov Pinzon",-3240.42967426667,38
"798","PI12-20","sp nov Pinzon",-2079.41670826667,38
"799","PI12-20","sp nov Pinzon",2369.71694473333,38
"800","PI12-20","sp nov Pinzon",1585.06437373333,38
"801","PI12-20","sp nov Pinzon",-3130.26283026667,38
"802","PI12-20","sp nov Pinzon",-2655.35724426667,38
"803","PI12-19","sp nov Pinzon",6821.99289473333,38
"804","SC15-01","tanneri",1705.30539295,42
"805","SC15LaCascada","wolfi",NA,47
"806","SC15LaCascada","wolfi",NA,47
"807","SC15LaCascada","wolfi",NA,47
"808","SC15LaCascada","wolfi",NA,47
"809","SC15LaCascada","wolfi",NA,47
"810","SC15LaCascada","wolfi",NA,47
"811","SC15LaCascada","wolfi",NA,47
"812","SC15LaCascada","wolfi",NA,47
"813","SC15LaCascada","wolfi",NA,47
"814","SC15LaCascada","wolfi",NA,47
"815","SC15LaCascada","wolfi",NA,47
"816","SC15LaCascada","wolfi",NA,47
"817","SC15LaCascada","wolfi",NA,47
"818","SC15LaCascada","wolfi",NA,47
"819","SC15LaCascada","wolfi",NA,47
"820","SC15LaCascada","wolfi",NA,47
"821","SC15LaCascada","wolfi",NA,47
"822","SC15LaCascada","wolfi",NA,47
"823","SC15LaCascada","wolfi",NA,47
"824","SC15LaCascada","wolfi",NA,47
"825","SC15LaCascada","wolfi",NA,47
"826","SC15LaCascada","wolfi",NA,47
"827","SC15LaCascada","wolfi",NA,47
"828","SC15LaCascada","wolfi",NA,47
"829","SC15LaCascada","wolfi",NA,47
"830","SC15LaCascada","wolfi",NA,47
"831","SC15LaCascada","wolfi",NA,47
"832","SC15LaCascada","wolfi",NA,47
"833","SC15-08","ochsneri",630.484202625,21
"834","SC15-08","ochsneri",-197.746139875,21
"835","SC15-08","ochsneri",548.028263625,21
"836","SC15-08","ochsneri",439.892734625,21
"837","SC15-08","ochsneri",356.471206625,21
"838","SC15-08","ochsneri",772.990473625,21
"839","SC15-08","ochsneri",491.909218625,21
"840","SC15-08","ochsneri",532.477960625,21
"841","SC15-08","ochsneri",833.013933625,21
"842","SC15-08","ochsneri",316.095903625,21
"843","SC15-08","ochsneri",102.440454625,21
"844","SC15-08","ochsneri",-10.8743213750001,21
"845","SC15-08","ochsneri",-208.043320975,21
"846","SC15-08","ochsneri",-92.812638375,21
"847","SC15-08","ochsneri",-383.395717575,21
"848","SC15-08","ochsneri",-255.956992775,21
"849","SC15-08","ochsneri",21.7180036249999,21
"850","SC15-08","ochsneri",-475.101308175,21
"851","SC15-08","ochsneri",-495.621643375,21
"852","SC15-08","ochsneri",258.619554625,21
"853","SC15-15","tanneri",621.948018749999,42
"854","SC15-15","tanneri",830.54348075,42
"855","SC15-15","tanneri",-344.95390225,42
"856","FA15-01","perrus 1",NA,24
"857","FA15-01","perrus 1",NA,24
"858","FA15-01","perrus 1",NA,24
"859","FA15-01","perrus 1",NA,24
"860","FA15-01","perrus 1",NA,24
"861","FA15-01","perrus 1",NA,24
"862","FA15-01","perrus 1",NA,24
"863","FA15-01","perrus 1",NA,24
"864","FA15-01","perrus 1",NA,24
"865","FA15-01","perrus 1",NA,24
"866","FA15-01","perrus 1",NA,24
"867","FA15-01","perrus 1",NA,24
"868","FA15-01","perrus 1",NA,24
"869","FA15-01","perrus 1",NA,24
"870","FA15-01","perrus 1",NA,24
"871","FA15-01","perrus 1",NA,24
"872","FA15-01","perrus 1",NA,24
"873","FA15-01","perrus 1",NA,24
"874","FA15-01","perrus 1",NA,24
"875","FA15-01","perrus 1",NA,24
"876","FA15-01","perrus 1",NA,24
"877","FA15-01","perrus 1",NA,24
"878","FA15-04","perrus 1",NA,24
"879","FA15-04","perrus 1",NA,24
"880","FA15-04","perrus 1",NA,24
"881","FA15-04","perrus 1",NA,24
"882","FA15-04","perrus 1",NA,24
"883","FA15-04","perrus 1",NA,24
"884","FA15-02","perrus 1",NA,24
"885","FA15-02","perrus 1",NA,24
"886","FA15-02","perrus 1",NA,24
"887","FA15-02","perrus 1",NA,24
"888","FA15-02","perrus 1",NA,24
"889","FA15-02","perrus 1",NA,24
"890","FA15-02","perrus 1",NA,24
"891","FA15-05","perrus 1",NA,24
"892","FA15-05","perrus 1",NA,24
"893","FA15-05","perrus 1",NA,24
"894","FA15-05","perrus 1",NA,24
"895","FA15-05","perrus 1",NA,24
"896","FA15-05","perrus 1",NA,24
"897","FA15-06","perrus 1",NA,24
"898","FA15-06","perrus 1",NA,24
"899","FA15-06","perrus 1",NA,24
"900","FA15-06","perrus 1",NA,24
"901","FA15-06","perrus 1",NA,24
"902","FA15-06","perrus 1",NA,24
"903","FA15-06","perrus 1",NA,24
"904","FA15-06","perrus 1",NA,24
"905","FA15-06","perrus 1",NA,24
"906","FA15-06","perrus 1",NA,24
"907","FA15-06","perrus 1",NA,24
"908","FA15-06","perrus 1",NA,24
"909","FA15-06","perrus 1",NA,24
"910","FA15-06","perrus 1",NA,24
"911","FA15-06","perrus 1",NA,24
"912","FA15-06","perrus 1",NA,24
"913","FA15-06","perrus 1",NA,24
"914","FA15-06","perrus 1",NA,24
"915","FA15-06","perrus 1",NA,24
"916","FA15-06","perrus 1",NA,24
"917","DA15-02","pallidus",NA,23
"918","DA15-02","pallidus",NA,23
"919","DA15-02","pallidus",NA,23
"920","DA15-02","pallidus",NA,23
"921","DA15-02","pallidus",NA,23
"922","DA15-02","pallidus",NA,23
"923","DA15-02","pallidus",NA,23
"924","DA15-02","pallidus",NA,23
"925","DA15-02","pallidus",NA,23
"926","DA15-02","pallidus",NA,23
"927","DA15-02","pallidus",NA,23
"928","DA15-02","pallidus",NA,23
"929","DA15-02","pallidus",NA,23
"930","DA15-02","pallidus",NA,23
"931","DA15-02","pallidus",NA,23
"932","DA15-02","pallidus",NA,23
"933","DA15-02","pallidus",NA,23
"934","DA15-02","pallidus",NA,23
"935","DA15-02","pallidus",NA,23
"936","SN15-01","albermarlensis",9929.21046115,2
"937","SN15-01","albermarlensis",8067.55804115,2
"938","SN15-01","albermarlensis",9151.61678115,2
"939","SN15-01","albermarlensis",6607.86148515,2
"940","SN15-01","albermarlensis",8456.62826115,2
"941","SN15-01","albermarlensis",3063.75569115,2
"942","SN15-01","albermarlensis",5770.81270515,2
"943","SN15-01","albermarlensis",4105.68688615,2
"944","SN15-01","albermarlensis",6265.34720615,2
"945","SN15-01","albermarlensis",6121.78604415,2
"946","SN15-01","albermarlensis",5305.77678215,2
"947","SN15-01","albermarlensis",3510.59807115,2
"948","SN15-01","albermarlensis",6596.06457615,2
"949","SN15-01","albermarlensis",7122.03960115,2
"950","SN15-01","albermarlensis",7691.29990115,2
"951","SN15-01","albermarlensis",3215.37134315,2
"952","SN15-01","albermarlensis",6384.23537115,2
"953","SN15-01","albermarlensis",7394.32239115,2
"954","SN15-01","albermarlensis",8103.68457115,2
"955","SN15-01","albermarlensis",4531.52029815,2
"956","SN15-01","albermarlensis",3827.65072215,2
"957","SN15-01","albermarlensis",7004.92880515,2
"958","SN15-01","albermarlensis",5280.78627515,2
"959","SN15-02","albermarlensis",6356.90010515,2
"960","SN15-02","albermarlensis",4514.89914415,2
"961","SN15-02","albermarlensis",8603.22530115,2
"962","SN15-02","albermarlensis",6488.07492015,2
"963","SN15-02","albermarlensis",10007.83951115,2
"964","SN15-02","albermarlensis",4858.41647615,2
"965","SN15-02","albermarlensis",9755.62271115,2
"966","SN15-02","albermarlensis",11644.31498115,2
"967","SN15-02","albermarlensis",5381.30629415,2
"968","SN15-02","albermarlensis",14247.07373115,2
"969","SN15-02","albermarlensis",9292.07932115,2
"970","SN15-02","albermarlensis",8131.78778115,2
"971","SN15-02","albermarlensis",5071.48925615,2
"972","SN15-02","albermarlensis",10138.61236115,2
"973","SN15-02","albermarlensis",10063.66053115,2
"974","SN15-02","albermarlensis",8727.50477115,2
"975","SN15-02","albermarlensis",6799.73214015,2
"976","SN15-02","albermarlensis",8889.84467115,2
"977","SN15-02","albermarlensis",6696.12288915,2
"978","SN15-02","albermarlensis",10658.21932115,2
"979","SN15-03","tortuganus",-1276.68154155,43
"980","SN15-03","tortuganus",-111.23772355,43
"981","SN15-03","tortuganus",673.47921645,43
"982","SN15-03","tortuganus",-1361.03418655,43
"983","SN15-03","tortuganus",404.525699450001,43
"984","SN15-03","tortuganus",-166.260619549999,43
"985","SN15-03","tortuganus",1643.66535745,43
"986","SN15-03","tortuganus",5890.90022445,43
"987","SN15-03","tortuganus",3408.00690445,43
"988","SN15-03","tortuganus",824.56046445,43
"989","SN15-03","tortuganus",-1966.57170655,43
"990","SN15-03","tortuganus",-2026.64427755,43
"991","SN15-03","tortuganus",-1010.45972955,43
"992","SN15-03","tortuganus",844.812599450001,43
"993","SN15-03","tortuganus",873.33388945,43
"994","SN15-03","tortuganus",910.55527145,43
"995","SN15-03","tortuganus",-1104.71183655,43
"996","SN15-03","tortuganus",4102.20797445,43
"997","SN15-03","tortuganus",80.5864044500004,43
"998","SN15-03","tortuganus",-1047.12513955,43
"999","SC14-15","eos",NA,12
"1000","FL15-01","ustulatus phlegonis",4203.834073975,45
"1001","FL15-01","ustulatus phlegonis",3343.836387975,45
"1002","FL15-01","ustulatus phlegonis",4234.970827975,45
"1003","FL15-01","ustulatus phlegonis",4390.037202975,45
"1004","FL15-01","ustulatus phlegonis",4014.873895975,45
"1005","SA16-08","darwini",NA,11
"1006","SA16-08","darwini",NA,11
"1007","SA16-08","darwini",NA,11
"1008","SA16-08","darwini",NA,11
"1009","SA16-08","darwini",NA,11
"1010","SA16-08","darwini",NA,11
"1011","SA16-08","darwini",NA,11
"1012","SA16-08","darwini",NA,11
"1013","SA16-09","darwini",NA,11
"1014","SA16-09","darwini",NA,11
"1015","SA16-09","darwini",NA,11
"1016","SA16-09","darwini",NA,11
"1017","SA16-09","darwini",NA,11
"1018","SA16-09","darwini",NA,11
"1019","SA16-09","darwini",NA,11
"1020","SA16-09","darwini",NA,11
"1021","SA16-09","darwini",NA,11
"1022","SA16-09","darwini",NA,11
"1023","SA16-09","darwini",NA,11
"1024","SA16-03","olla",NA,22
"1025","SA16-03","olla",NA,22
"1026","SA16-03","olla",NA,22
"1027","SA16-03","olla",NA,22
"1028","SA16-05","rugiferus",NA,31
"1029","SA16-05","rugiferus",NA,31
"1030","SA16-05","rugiferus",NA,31
"1031","SA16-05","rugiferus",NA,31
"1032","SA16-05","rugiferus",NA,31
"1033","SA16-05","rugiferus",NA,31
"1034","SA16-05","rugiferus",NA,31
"1035","SA16-05","rugiferus",NA,31
"1036","SA16-05","rugiferus",NA,31
"1037","SA16-05","rugiferus",NA,31
"1038","SA16-05","rugiferus",NA,31
"1039","SA16-05","rugiferus",NA,31
"1040","SA16-05","rugiferus",NA,31
"1041","SA16-05","rugiferus",NA,31
"1042","SA16-05","rugiferus",NA,31
"1043","SA16-05","rugiferus",NA,31
"1044","SA16-05","rugiferus",NA,31
"1045","SA16-05","rugiferus",NA,31
"1046","SA16-05","rugiferus",NA,31
"1047","SA16-05","rugiferus",NA,31
"1048","SA16-05","rugiferus",NA,31
"1049","SA16-06","darwini",NA,11
"1050","SA16-06","darwini",NA,11
"1051","SA16-06","darwini",NA,11
"1052","SA16-06","darwini",NA,11
"1053","SA16-06","darwini",NA,11
"1054","SA16-06","darwini",NA,11
"1055","SA16-06","darwini",NA,11
"1056","SA16-06","darwini",NA,11
"1057","SA16-06","darwini",NA,11
"1058","SA16-06","darwini",NA,11
"1059","SA16-06","darwini",NA,11
"1060","SA16-06","olla",NA,22
"1061","SA16-07","darwini",NA,11
"1062","SA16-07","darwini",NA,11
"1063","SA16-11","sculpturatus",NA,33
"1064","SA16-11","sculpturatus",NA,33
"1065","SA16-12","sculpturatus",NA,33
"1066","SA16-12","sculpturatus",NA,33
"1067","SA16-12","sculpturatus",NA,33
"1068","SA16-12","sculpturatus",NA,33
"1069","SA16-12","sculpturatus",NA,33
"1070","SA16-12","sculpturatus",NA,33
"1071","SA16-12","sculpturatus",NA,33
"1072","SA16-12","sculpturatus",NA,33
"1073","SA16-12","sculpturatus",NA,33
"1074","SA16-12","sculpturatus",NA,33
"1075","SA16-12","sculpturatus",NA,33
"1076","SA16-12","sculpturatus",NA,33
"1077","SA16-12","sculpturatus",NA,33
"1078","SA16-12","sculpturatus",NA,33
"1079","SA16-12","sculpturatus",NA,33
"1080","SA16-12","sculpturatus",NA,33
"1081","SA16-12","sculpturatus",NA,33
"1082","SA16-12","sculpturatus",NA,33
