"","id","species","habitat","species_code"
"929","SA16-06","darwini","arboreal",11
"930","SA16-06","darwini","arboreal",11
"931","SA16-06","darwini","arboreal",11
"932","SA16-06","darwini","arboreal",11
"933","SA16-06","olla","terrestrial",32
"934","SA16-07","darwini","arboreal",11
"935","SA16-07","darwini","arboreal",11
"936","SA16-11","sculpturatus","arboreal",12
"937","SA16-11","sculpturatus","arboreal",12
"938","SA16-12","sculpturatus","arboreal",12
"939","SA16-12","sculpturatus","arboreal",12
"940","SA16-12","sculpturatus","arboreal",12
"941","SA16-12","sculpturatus","arboreal",12
"942","SA16-12","sculpturatus","arboreal",12
"943","SA16-12","sculpturatus","arboreal",12
"944","SA16-12","sculpturatus","arboreal",12
"945","SA16-12","sculpturatus","arboreal",12
"946","SA16-12","sculpturatus","arboreal",12
"947","SA16-12","sculpturatus","arboreal",12
"948","SA16-12","sculpturatus","arboreal",12
"949","SA16-12","sculpturatus","arboreal",12
"950","SA16-12","sculpturatus","arboreal",12
"951","SA16-12","sculpturatus","arboreal",12
"952","SA16-12","sculpturatus","arboreal",12
"953","SA16-12","sculpturatus","arboreal",12
"954","SA16-12","sculpturatus","arboreal",12
"955","SA16-12","sculpturatus","arboreal",12
"956","albemarlensis","albemarlensis","albemarlensis",39
"957","albemarlensis","albemarlensis","albemarlensis",39
"958","albemarlensis","albemarlensis","albemarlensis",39
"959","albemarlensis","albemarlensis","albemarlensis",39
"960","albemarlensis","albemarlensis","albemarlensis",39
"961","albemarlensis","albemarlensis","albemarlensis",39
"962","albemarlensis","albemarlensis","albemarlensis",39
"963","albemarlensis","albemarlensis","albemarlensis",39
"964","ES02_03_01_01","snodgrassi","terrestrial",34
"965","ES17_01_01_01","snodgrassi","terrestrial",34
"966","ES17_01_01_02","snodgrassi","terrestrial",34
"967","ES17_04_01_02","snodgrassi","terrestrial",34
"968","ES17_04_01_03","snodgrassi","terrestrial",34
"969","ES17_05_01_01","snodgrassi","terrestrial",34
"970","ES17_07_01_01","snodgrassi","terrestrial",34
"971","FL14_03_01_01","calvus","terrestrial",42
"972","nux","nux","nux",25
"973","FL14_03_01_03","calvus","terrestrial",42
"974","FL14_06_01_03","calvus","terrestrial",42
"975","FL14_06_01_04","calvus","terrestrial",42
"976","nux","nux","nux",25
"977","nux","nux","nux",25
"978","FL14_10_01_01","nux","arboreal",25
"979","FL14_10_01_02","nux","arboreal",25
"980","FL14_17_01_08","ustulatus","terrestrial",30
"981","FL14_17_02_03","ustulatus","terrestrial",30
"982","FL14_17_02_04","ustulatus","terrestrial",30
"983","FL14_17_03_01","nux","arboreal",25
"984","FL14_17_03_04","nux","arboreal",25
"985","FL14_18_01_01","ustulatus","terrestrial",30
"986","FL14_18_01_03","ustulatus","terrestrial",30
"987","FL14_19_01_03","ustulatus","terrestrial",30
"988","FL14_19_01_04","ustulatus","terrestrial",30
"989","FL14_20_01_01","ustulatus","terrestrial",30
"990","FL15_01_01_02","ustulatus","terrestrial",30
"991","FL18_02_01_01","nux","arboreal",25
"992","FL18_03_01_01","unifasciatus","arboreal",22
"993","FL18_03_01_02","unifasciatus","arboreal",22
"994","FL18_03_02_01","nux","arboreal",25
"995","invalidus","invalidus","invalidus",40
"996","invalidus","invalidus","invalidus",40
"997","invalidus","invalidus","invalidus",40
"998","invalidus","invalidus","invalidus",40
"999","invalidus","invalidus","invalidus",40
"1000","invalidus","invalidus","invalidus",40
"1001","invalidus","invalidus","invalidus",40
"1002","invalidus","invalidus","invalidus",40
"1003","invalidus","invalidus","invalidus",40
"1004","FL19_08_02_03","nux","arboreal",25
"1005","nux","nux","nux",25
"1006","nux","nux","nux",25
"1007","RA14_01_01_01","rabidensis","arboreal",24
"1008","RA14_01_01_02","rabidensis","arboreal",24
"1009","RA14_02_01_01","rabidensis","arboreal",24
"1010","RA14_02_01_02","rabidensis","arboreal",24
"1011","SA01_03_02_01","rugiferus","terrestrial",41
"1012","SA01_03_02_02","rugiferus","terrestrial",41
"1013","sculpturatus","sculpturatus","sculpturatus",12
"1014","sculpturatus","sculpturatus","sculpturatus",12
"1015","SA16_02_01_02","rugiferus","terrestrial",41
"1016","sculpturatus","sculpturatus","sculpturatus",12
"1017","sculpturatus","sculpturatus","sculpturatus",12
"1018","sculpturatus","sculpturatus","sculpturatus",12
"1019","sculpturatus","sculpturatus","sculpturatus",12
"1020","sculpturatus","sculpturatus","sculpturatus",12
"1021","sculpturatus","sculpturatus","sculpturatus",12
"1022","sculpturatus","sculpturatus","sculpturatus",12
"1023","SA16_10_02_01","jacobinus","terrestrial",13
"1024","sculpturatus","sculpturatus","sculpturatus",12
"1025","sculpturatus","sculpturatus","sculpturatus",12
"1026","sculpturatus","sculpturatus","sculpturatus",12
"1027","SC14_05_01_05","hirsutus","terrestrial",1
"1028","wolfi","wolfi","wolfi",6
"1029","wolfi","wolfi","wolfi",6
"1030","wolfi","wolfi","wolfi",6
"1031","wolfi","wolfi","wolfi",6
"1032","SC14_13_03_01","eos","arboreal",3
"1033","SC15_08_01_08","ochsneri","arboreal",2
"1034","SC15_08_01_09","ochsneri","arboreal",2
"1035","SC15_09_01_02","ochsneri","arboreal",2
"1036","wolfi","wolfi","wolfi",6
"1037","SC15_15_01_01","tanneri","terrestrial",4
"1038","SC15G01_01_01","akamatus","terrestrial",7
"1039","SC15G01_01_02","akamatus","terrestrial",7
"1040","SC18_21_01_01","tanneri","terrestrial",4
"1041","SC18_21_01_06","tanneri","terrestrial",4
"1042","wolfi","wolfi","wolfi",6
"1043","wolfi","wolfi","wolfi",6
"1044","SC18_26_01_01","akamatus","terrestrial",7
"1045","SC18_26_01_02","akamatus","terrestrial",7
"1046","wolfi","wolfi","wolfi",6
"1047","wolfi","wolfi","wolfi",6
"1048","SC18_48_01_02","ochsneri","arboreal",2
"1049","perspectivus","perspectivus","perspectivus",14
"1050","amastroides","amastroides","amastroides",8
"1051","amastroides","amastroides","amastroides",8
"1052","SL14_04_01_01","amastroides","terrestrial",8
"1053","SL14_04_01_04","amastroides","terrestrial",8
"1054","SL14_05_01_02","nucula","terrestrial",43
"1055","SL14_05_01_03","nucula","terrestrial",43
"1056","SL14_06_01_02","chemnitzioides","terrestrial",17
"1057","SL14_06_01_03","chemnitzioides","terrestrial",17
"1058","canaliferus","canaliferus","canaliferus",44
"1059","SL17_06_01_01","nuciformis","arboreal",15
"1060","SL17_06_01_02","nuciformis","arboreal",15
"1061","SL17_11_01_01","nucula","terrestrial",43
"1062","SL17_11_01_02","nucula","terrestrial",43
"1063","canaliferus","canaliferus","canaliferus",44
"1064","canaliferus","canaliferus","canaliferus",44
"1065","perspectivus","perspectivus","perspectivus",14
"1066","canaliferus","canaliferus","canaliferus",44
"1067","SL18_01_01_01","nucula","terrestrial",43
"1068","SL18_01_01_04","nucula","terrestrial",43
"1069","perspectivus","perspectivus","perspectivus",14
"1070","perspectivus","perspectivus","perspectivus",14
"1071","SL19_01_01_01","bauri","terrestrial",16
"1072","SL19_01_01_02","bauri","terrestrial",16
"1073","SL19_02_01_01","nuciformis","arboreal",15
"1074","SL19_02_01_05","nuciformis","arboreal",15
"1075","perspectivus","perspectivus","perspectivus",14
"1076","SL19_02_03_01","bauri","terrestrial",16
"1077","SL19_04_01_01","nucula","terrestrial",43
"1078","SL19_04_01_02","nucula","terrestrial",43
"1079","perspectivus","perspectivus","perspectivus",14
"1080","perspectivus","perspectivus","perspectivus",14
"1081","SL19_09_01_01","nucula","terrestrial",43
"1082","SL19_09_01_02","nucula","terrestrial",43
"1083","perspectivus","perspectivus","perspectivus",14
"1084","perspectivus","perspectivus","perspectivus",14
"1085","perspectivus","perspectivus","perspectivus",14
"1086","perspectivus","perspectivus","perspectivus",14
"1087","perspectivus","perspectivus","perspectivus",14
"1088","perspectivus","perspectivus","perspectivus",14
"1089","perspectivus","perspectivus","perspectivus",14
"1090","perspectivus","perspectivus","perspectivus",14
"1091","simrothi","simrothi","simrothi",37
"1092","simrothi","simrothi","simrothi",37
"1093","simrothi","simrothi","simrothi",37
"1094","simrothi","simrothi","simrothi",37
"1095","SN14_05_01_02","albemarlensis","arboreal",39
"1096","SN15_01_01_04","albemarlensis","arboreal",39
"1097","SN15_02_01_01","albemarlensis","arboreal",39
"1098","SN15_02_01_05","albemarlensis","arboreal",39
"1099","simrothi","simrothi","simrothi",37
"1100","tortuganus","tortuganus","tortuganus",38
"1101","tortuganus","tortuganus","tortuganus",38
"1102","simrothi","simrothi","simrothi",37
"1103","simrothi","simrothi","simrothi",37
"1104","simrothi","simrothi","simrothi",37
"1105","tortuganus","tortuganus","tortuganus",38
"1106","tortuganus","tortuganus","tortuganus",38
"1107","tortuganus","tortuganus","tortuganus",38
"1108","tortuganus","tortuganus","tortuganus",38
"1109","tortuganus","tortuganus","tortuganus",38
"1110","tortuganus","tortuganus","tortuganus",38
"1111","tortuganus","tortuganus","tortuganus",38
"1112","SN19_18_01_03","albemarlensis","arboreal",39
"1113","simrothi","simrothi","simrothi",37
"1114","simrothi","simrothi","simrothi",37
"1115","simrothi","simrothi","simrothi",37
"1116","simrothi","simrothi","simrothi",37
"1117","simrothi","simrothi","simrothi",37
"1118","simrothi","simrothi","simrothi",37
"1119","simrothi","simrothi","simrothi",37
"1120","simrothi","simrothi","simrothi",37
"1121","simrothi","simrothi","simrothi",37
"1122","simrothi","simrothi","simrothi",37
"1123","simrothi","simrothi","simrothi",37
"1124","tortuganus","tortuganus","tortuganus",38
"1125","tortuganus","tortuganus","tortuganus",38
"1126","simrothi","simrothi","simrothi",37
"1127","simrothi","simrothi","simrothi",37
"1128","tortuganus","tortuganus","tortuganus",38
"1129","tortuganus","tortuganus","tortuganus",38
"1130","tortuganus","tortuganus","tortuganus",38
"1131","tortuganus","tortuganus","tortuganus",38
"1132","tortuganus","tortuganus","tortuganus",38
"1133","tortuganus","tortuganus","tortuganus",38
"1134","tortuganus","tortuganus","tortuganus",38
"1135","tortuganus","tortuganus","tortuganus",38
"1136","tortuganus","tortuganus","tortuganus",38
